"","X1","#","Name","Type 1","Type 2","Total","HP","Attack","Defense","Sp. Atk","Sp. Def","Speed","Generation","Legendary","url","desc.1","desc.2","list.best.stats","best.hp","best.atk","best.def","best.sp.atk","best.sp.def","best.spd"
"298",298,274,"Nuzleaf","Grass","Dark",340,70,70,40,60,40,60,3,"False","https://bulbapedia.bulbagarden.net/wiki/Nuzleaf_(Pokémon)","Nuzleaf (Japanese: コノハナ Konohana) is a dual-type Grass/Dark Pokémon introduced in Generation III.
","It evolves from Seedot starting at level 14 and evolves into Shiftry when exposed to a Leaf Stone.
","z.hp",1,0,0,0,0,0
"299",299,275,"Shiftry","Grass","Dark",480,90,100,60,90,60,80,3,"False","https://bulbapedia.bulbagarden.net/wiki/Shiftry_(Pokémon)","Shiftry (Japanese: ダーテング Dirteng) is a dual-type Grass/Dark Pokémon introduced in Generation III.
","It evolves from Nuzleaf when exposed to a Leaf Stone. It is the final form of Seedot.
","z.hp",1,0,0,0,0,0
"300",300,276,"Taillow","Normal","Flying",270,40,55,30,30,30,85,3,"False","https://bulbapedia.bulbagarden.net/wiki/Taillow_(Pokémon)","Taillow (Japanese: スバメ Subame) is a dual-type Normal/Flying Pokémon introduced in Generation III.
","It evolves into Swellow starting at level 22.
","z.spd",0,0,0,0,0,1
"301",301,277,"Swellow","Normal","Flying",430,60,85,60,50,50,125,3,"False","https://bulbapedia.bulbagarden.net/wiki/Swellow_(Pokémon)","Swellow (Japanese: オオスバメ Ohsubame) is a dual-type Normal/Flying Pokémon introduced in Generation III.
","It evolves from Taillow starting at level 22.
","z.spd",0,0,0,0,0,1
"302",302,278,"Wingull","Water","Flying",270,40,30,30,55,30,85,3,"False","https://bulbapedia.bulbagarden.net/wiki/Wingull_(Pokémon)","Wingull (Japanese: キャモメ Camome) is a dual-type Water/Flying Pokémon introduced in Generation III.
","It evolves into Pelipper starting at level 25.
","z.spd",0,0,0,0,0,1
"303",303,279,"Pelipper","Water","Flying",430,60,50,100,85,70,65,3,"False","https://bulbapedia.bulbagarden.net/wiki/Pelipper_(Pokémon)","Pelipper (Japanese: ペリッパー Pelipper) is a dual-type Water/Flying Pokémon introduced in Generation III.
","It evolves from Wingull starting at level 25.
","z.def",0,0,1,0,0,0
"304",304,280,"Ralts","Psychic","Fairy",198,28,25,25,45,35,40,3,"False","https://bulbapedia.bulbagarden.net/wiki/Ralts_(Pokémon)","Ralts (Japanese: ラルトス Ralts) is a dual-type Psychic/Fairy Pokémon introduced in Generation III. Prior to Generation VI, it was a pure Psychic-type Pokémon.
","It evolves into Kirlia starting at level 20, which evolves into Gardevoir starting at level 30 or, if male, Gallade when exposed to a Dawn Stone.
","z.sp.atk",0,0,0,1,0,0
"305",305,281,"Kirlia","Psychic","Fairy",278,38,35,35,65,55,50,3,"False","https://bulbapedia.bulbagarden.net/wiki/Kirlia_(Pokémon)","Kirlia (Japanese: キルリア Kirlia) is a dual-type Psychic/Fairy Pokémon introduced in Generation III. Prior to Generation VI, it was a pure Psychic-type Pokémon.
","It evolves from Ralts starting at level 20 and evolves into Gardevoir starting at level 30 or, if male, into Gallade when exposed to a Dawn Stone.
","z.sp.atk",0,0,0,1,0,0
"306",306,282,"Gardevoir","Psychic","Fairy",518,68,65,65,125,115,80,3,"False","https://bulbapedia.bulbagarden.net/wiki/Gardevoir_(Pokémon)","Gardevoir (Japanese: サーナイト Sirnight) is a dual-type Psychic/Fairy Pokémon introduced in Generation III. Prior to Generation VI, it was a pure Psychic-type Pokémon.
","It evolves from Kirlia starting at level 30. It is one of Ralts's final forms, the other being Gallade. It can Mega Evolve into Mega Gardevoir using the Gardevoirite.
","z.sp.atk",0,0,0,1,0,0
"307",307,282,"GardevoirMega Gardevoir","Psychic","Fairy",618,68,85,65,165,135,100,3,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.sp.atk",0,0,0,1,0,0
"308",308,283,"Surskit","Bug","Water",269,40,30,32,50,52,65,3,"False","https://bulbapedia.bulbagarden.net/wiki/Surskit_(Pokémon)","Surskit (Japanese: アメタマ Ametama) is a dual-type Bug/Water Pokémon introduced in Generation III.
","It evolves into Masquerain starting at level 22.
","z.spd",0,0,0,0,0,1
"309",309,284,"Masquerain","Bug","Flying",414,70,60,62,80,82,60,3,"False","https://bulbapedia.bulbagarden.net/wiki/Masquerain_(Pokémon)","Masquerain (Japanese: アメモース Amemoth) is a dual-type Bug/Flying Pokémon introduced in Generation III.
","It evolves from Surskit starting at level 22.
","z.sp.def",0,0,0,0,1,0
"310",310,285,"Shroomish","Grass",NA,295,60,40,60,40,60,35,3,"False","https://bulbapedia.bulbagarden.net/wiki/Shroomish_(Pokémon)","Shroomish (Japanese: キノココ Kinococo) is a Grass-type Pokémon introduced in Generation III.
","It evolves into Breloom starting at level 23.
","z.hp",1,0,0,0,0,0
"311",311,286,"Breloom","Grass","Fighting",460,60,130,80,60,60,70,3,"False","https://bulbapedia.bulbagarden.net/wiki/Breloom_(Pokémon)","Breloom (Japanese: キノガッサ Kinogassa) is a dual-type Grass/Fighting Pokémon introduced in Generation III.
","It evolves from Shroomish starting at level 23.
","z.atk",0,1,0,0,0,0
"312",312,287,"Slakoth","Normal",NA,280,60,60,60,35,35,30,3,"False","https://bulbapedia.bulbagarden.net/wiki/Slakoth_(Pokémon)","Slakoth (Japanese: ナマケロ Namakero) is a Normal-type Pokémon introduced in Generation III.
","It evolves into Vigoroth starting at level 18, which evolves into Slaking starting at level 36.
","z.hp",1,0,0,0,0,0
"313",313,288,"Vigoroth","Normal",NA,440,80,80,80,55,55,90,3,"False","https://bulbapedia.bulbagarden.net/wiki/Vigoroth_(Pokémon)","Vigoroth (Japanese: ヤルキモノ Yarukimono) is a Normal-type Pokémon introduced in Generation III.
","It evolves from Slakoth starting at level 18 and evolves into Slaking starting at level 36.
","z.spd",0,0,0,0,0,1
"314",314,289,"Slaking","Normal",NA,670,150,160,100,95,65,100,3,"False","https://bulbapedia.bulbagarden.net/wiki/Slaking_(Pokémon)","Slaking (Japanese: ケッキング Kekking) is a Normal-type Pokémon introduced in Generation III.
","It evolves from Vigoroth starting at level 36. It is the final form of Slakoth.
","z.hp",1,0,0,0,0,0
"315",315,290,"Nincada","Bug","Ground",266,31,45,90,30,30,40,3,"False","https://bulbapedia.bulbagarden.net/wiki/Nincada_(Pokémon)","Nincada (Japanese: ツチニン Tutinin) is a dual-type Bug/Ground Pokémon introduced in Generation III.
","It evolves into Ninjask starting at level 20. Additionally, if the player has a spare slot in the party and an extra Poké Ball, a Shedinja will appear in the player's party when Nincada evolves. An extra Poké Ball is not necessary to obtain Shedinja in Generation III.
","z.def",0,0,1,0,0,0
"316",316,291,"Ninjask","Bug","Flying",456,61,90,45,50,50,160,3,"False","https://bulbapedia.bulbagarden.net/wiki/Ninjask_(Pokémon)","Ninjask (Japanese: テッカニン Tekkanin) is a dual-type Bug/Flying Pokémon introduced in Generation III.
","It evolves from Nincada starting at level 20. Its evolution can trigger the creation of a second Pokémon, Shedinja, when the player has an extra Poké Ball and an extra slot in their party.
","z.spd",0,0,0,0,0,1
"317",317,292,"Shedinja","Bug","Ghost",236,1,90,45,30,30,40,3,"False","https://bulbapedia.bulbagarden.net/wiki/Shedinja_(Pokémon)","Shedinja (Japanese: ヌケニン Nukenin) is a dual-type Bug/Ghost Pokémon introduced in Generation III.
","It is considered a special evolution of Nincada, appearing only when Nincada evolves into Ninjask starting at level 20, as long as there is an extra space in the player's party and an extra Poké Ball in the player's bag. An extra Poké Ball is not necessary to obtain Shedinja in Generation III.
","z.atk",0,1,0,0,0,0
"318",318,293,"Whismur","Normal",NA,240,64,51,23,51,23,28,3,"False","https://bulbapedia.bulbagarden.net/wiki/Whismur_(Pokémon)","Whismur (Japanese: ゴニョニョ Gonyonyo) is a Normal-type Pokémon introduced in Generation III.
","It evolves into Loudred starting at level 20, which evolves into Exploud starting at level 40.
","z.hp",1,0,0,0,0,0
"319",319,294,"Loudred","Normal",NA,360,84,71,43,71,43,48,3,"False","https://bulbapedia.bulbagarden.net/wiki/Loudred_(Pokémon)","Loudred (Japanese: ドゴーム Dogohmb) is a Normal-type Pokémon introduced in Generation III.
","It evolves from Whismur starting at level 20 and evolves into Exploud starting at level 40.
","z.hp",1,0,0,0,0,0
"320",320,295,"Exploud","Normal",NA,490,104,91,63,91,73,68,3,"False","https://bulbapedia.bulbagarden.net/wiki/Exploud_(Pokémon)","Exploud (Japanese: バクオング Bakuong) is a Normal-type Pokémon introduced in Generation III.
","It evolves from Loudred starting at level 40. It is the final form of Whismur.
","z.hp",1,0,0,0,0,0
"321",321,296,"Makuhita","Fighting",NA,237,72,60,30,20,30,25,3,"False","https://bulbapedia.bulbagarden.net/wiki/Makuhita_(Pokémon)","Makuhita (Japanese: マクノシタ Makunoshita) is a Fighting-type Pokémon introduced in Generation III.
","It evolves into Hariyama starting at level 24.
","z.hp",1,0,0,0,0,0
"322",322,297,"Hariyama","Fighting",NA,474,144,120,60,40,60,50,3,"False","https://bulbapedia.bulbagarden.net/wiki/Hariyama_(Pokémon)","Hariyama (Japanese: ハリテヤマ Hariteyama) is a Fighting-type Pokémon introduced in Generation III.
","It evolves from Makuhita starting at level 24.
","z.hp",1,0,0,0,0,0
"323",323,298,"Azurill","Normal","Fairy",190,50,20,40,20,40,20,3,"False","https://bulbapedia.bulbagarden.net/wiki/Azurill_(Pokémon)","Azurill (Japanese: ルリリ Ruriri) is a dual-type Normal/Fairy baby Pokémon introduced in Generation III. Prior to Generation VI, it was a pure Normal-type Pokémon.
","It evolves into Marill when leveled up with high friendship, which evolves into Azumarill starting at level 18.
","z.hp",1,0,0,0,0,0
"324",324,299,"Nosepass","Rock",NA,375,30,45,135,45,90,30,3,"False","https://bulbapedia.bulbagarden.net/wiki/Nosepass_(Pokémon)","Nosepass (Japanese: ノズパス Nosepass) is a Rock-type Pokémon introduced in Generation III.
","It evolves into Probopass when leveled up in a special magnetic field.
","z.def",0,0,1,0,0,0
"325",325,300,"Skitty","Normal",NA,260,50,45,45,35,35,50,3,"False","https://bulbapedia.bulbagarden.net/wiki/Skitty_(Pokémon)","Skitty (Japanese: エネコ Eneco) is a Normal-type Pokémon introduced in Generation III.
","It evolves into Delcatty when exposed to a Moon Stone.
","z.spd",0,0,0,0,0,1
"326",326,301,"Delcatty","Normal",NA,380,70,65,65,55,55,70,3,"False","https://bulbapedia.bulbagarden.net/wiki/Delcatty_(Pokémon)","Delcatty (Japanese: エネコロロ Enekororo) is a Normal-type Pokémon introduced in Generation III.
","It evolves from Skitty when exposed to a Moon Stone.
","z.spd",0,0,0,0,0,1
"327",327,302,"Sableye","Dark","Ghost",380,50,75,75,65,65,50,3,"False","https://bulbapedia.bulbagarden.net/wiki/Sableye_(Pokémon)","Sableye (Japanese: ヤミラミ Yamirami) is a dual-type Dark/Ghost Pokémon introduced in Generation III.
","While it is not known to evolve into or from any other Pokémon, it can Mega Evolve into Mega Sableye using the Sablenite‎.
","z.def",0,0,1,0,0,0
"328",328,302,"SableyeMega Sableye","Dark","Ghost",480,50,85,125,85,115,20,3,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.def",0,0,1,0,0,0
"329",329,303,"Mawile","Steel","Fairy",380,50,85,85,55,55,50,3,"False","https://bulbapedia.bulbagarden.net/wiki/Mawile_(Pokémon)","Mawile (Japanese: クチート Kucheat) is a dual-type Steel/Fairy Pokémon introduced in Generation III. Prior to Generation VI, it was a pure Steel-type Pokémon.
","While it is not known to evolve into or from any other Pokémon, it can Mega Evolve into Mega Mawile using the Mawilite.
","z.def",0,0,1,0,0,0
"330",330,303,"MawileMega Mawile","Steel","Fairy",480,50,105,125,55,95,50,3,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.def",0,0,1,0,0,0
"331",331,304,"Aron","Steel","Rock",330,50,70,100,40,40,30,3,"False","https://bulbapedia.bulbagarden.net/wiki/Aron_(Pokémon)","Aron (Japanese: ココドラ Cokodora) is a dual-type Steel/Rock Pokémon introduced in Generation III.
","It evolves into Lairon starting at level 32, which evolves into Aggron starting at level 42.
","z.def",0,0,1,0,0,0
"332",332,305,"Lairon","Steel","Rock",430,60,90,140,50,50,40,3,"False","https://bulbapedia.bulbagarden.net/wiki/Lairon_(Pokémon)","Lairon (Japanese: コドラ Kodora) is a dual-type Steel/Rock Pokémon introduced in Generation III.
","It evolves from Aron starting at level 32 and evolves into Aggron starting at level 42.
","z.def",0,0,1,0,0,0
"333",333,306,"Aggron","Steel","Rock",530,70,110,180,60,60,50,3,"False","https://bulbapedia.bulbagarden.net/wiki/Aggron_(Pokémon)","Aggron (Japanese: ボスゴドラ Bossgodora) is a dual-type Steel/Rock Pokémon introduced in Generation III.
","It evolves from Lairon starting at level 42. It is the final form of Aron. It can Mega Evolve into Mega Aggron using the Aggronite.
","z.def",0,0,1,0,0,0
"334",334,306,"AggronMega Aggron","Steel",NA,630,70,140,230,60,80,50,3,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.def",0,0,1,0,0,0
"335",335,307,"Meditite","Fighting","Psychic",280,30,40,55,40,55,60,3,"False","https://bulbapedia.bulbagarden.net/wiki/Meditite_(Pokémon)","Meditite (Japanese: アサナン Asanan) is a dual-type Fighting/Psychic Pokémon introduced in Generation III.
","It evolves into Medicham starting at level 37.
","z.spd",0,0,0,0,0,1
"336",336,308,"Medicham","Fighting","Psychic",410,60,60,75,60,75,80,3,"False","https://bulbapedia.bulbagarden.net/wiki/Medicham_(Pokémon)","Medicham (Japanese: チャーレム Charem) is a dual-type Fighting/Psychic Pokémon introduced in Generation III.
","It evolves from Meditite starting at level 37. It can Mega Evolve into Mega Medicham using the Medichamite.
","z.spd",0,0,0,0,0,1
"337",337,308,"MedichamMega Medicham","Fighting","Psychic",510,60,100,85,80,85,100,3,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.spd",0,0,0,0,0,1
"338",338,309,"Electrike","Electric",NA,295,40,45,40,65,40,65,3,"False","https://bulbapedia.bulbagarden.net/wiki/Electrike_(Pokémon)","Electrike (Japanese: ラクライ Rakurai) is an Electric-type Pokémon introduced in Generation III.
","It evolves into Manectric starting at level 26.
","z.spd",0,0,0,0,0,1
"339",339,310,"Manectric","Electric",NA,475,70,75,60,105,60,105,3,"False","https://bulbapedia.bulbagarden.net/wiki/Manectric_(Pokémon)","Manectric (Japanese: ライボルト Livolt) is an Electric-type Pokémon introduced in Generation III.
","It evolves from Electrike starting at level 26. It can Mega Evolve into Mega Manectric using the Manectite.
","z.spd",0,0,0,0,0,1
"340",340,310,"ManectricMega Manectric","Electric",NA,575,70,75,80,135,80,135,3,"False",NA,"The description information for this Pokemon is not readily accessible.","","z.spd",0,0,0,0,0,1
"341",341,311,"Plusle","Electric",NA,405,60,50,40,85,75,95,3,"False","https://bulbapedia.bulbagarden.net/wiki/Plusle_(Pokémon)","Plusle (Japanese: プラスル Prasle) is an Electric-type Pokémon introduced in Generation III.
","While it is not known to evolve into or from any Pokémon, it does seem to be related to Minun.
","z.spd",0,0,0,0,0,1
"342",342,312,"Minun","Electric",NA,405,60,40,50,75,85,95,3,"False","https://bulbapedia.bulbagarden.net/wiki/Minun_(Pokémon)","Minun (Japanese: マイナン Minun) is an Electric-type Pokémon introduced in Generation III.
","While it is not known to evolve into or from any Pokémon, it does seem to be related to Plusle.
","z.spd",0,0,0,0,0,1
"343",343,313,"Volbeat","Bug",NA,400,65,73,55,47,75,85,3,"False","https://bulbapedia.bulbagarden.net/wiki/Volbeat_(Pokémon)","Volbeat (Japanese: バルビート Barubeat) is a Bug-type Pokémon introduced in Generation III.
","It is not known to evolve into or from any other Pokémon.
","z.spd",0,0,0,0,0,1
"344",344,314,"Illumise","Bug",NA,400,65,47,55,73,75,85,3,"False","https://bulbapedia.bulbagarden.net/wiki/Illumise_(Pokémon)","Illumise (Japanese: イルミーゼ Illumise) is a Bug-type Pokémon introduced in Generation III.
","It is not known to evolve into or from any other Pokémon.
","z.spd",0,0,0,0,0,1
"345",345,315,"Roselia","Grass","Poison",400,50,60,45,100,80,65,3,"False","https://bulbapedia.bulbagarden.net/wiki/Roselia_(Pokémon)","Roselia (Japanese: ロゼリア Roselia) is a dual-type Grass/Poison Pokémon introduced in Generation III.
","It evolves from Budew when leveled up with high friendship during the day and evolves into Roserade when exposed to a Shiny Stone.
","z.sp.atk",0,0,0,1,0,0
"346",346,316,"Gulpin","Poison",NA,302,70,43,53,43,53,40,3,"False","https://bulbapedia.bulbagarden.net/wiki/Gulpin_(Pokémon)","Gulpin (Japanese: ゴクリン Gokulin) is a Poison-type Pokémon introduced in Generation III.
","It evolves into Swalot starting at level 26.
","z.hp",1,0,0,0,0,0
"347",347,317,"Swalot","Poison",NA,467,100,73,83,73,83,55,3,"False","https://bulbapedia.bulbagarden.net/wiki/Swalot_(Pokémon)","Swalot (Japanese: マルノーム Marunoom) is a Poison-type Pokémon introduced in Generation III.
","It evolves from Gulpin starting at level 26.
","z.hp",1,0,0,0,0,0
"348",348,318,"Carvanha","Water","Dark",305,45,90,20,65,20,65,3,"False","https://bulbapedia.bulbagarden.net/wiki/Carvanha_(Pokémon)","Carvanha (Japanese: キバニア Kibanha) is a dual-type Water/Dark Pokémon introduced in Generation III.
","It evolves into Sharpedo starting at level 30.
","z.atk",0,1,0,0,0,0
